,Location,t,method,order,qD,qD.LCL,qD.UCL,SC,SC.LCL,SC.UCL,Level,Station
350,3,50,extrapolated,0,69.524,57.693,81.355,1,1,1,Location,S2
351,4,1,interpolated,0,45.667,43.279,48.054,0.788,0.748,0.829,Location,S2
352,4,2,interpolated,0,55.333,51.948,58.718,0.898,0.859,0.937,Location,S2
353,4,3,observed,0,60,55.746,64.254,0.951,0.912,0.989,Location,S2
354,4,4,extrapolated,0,62.253,57.016,67.49,0.976,0.943,1,Location,S2
355,4,5,extrapolated,0,63.34,57.126,69.555,0.989,0.961,1,Location,S2
356,4,6,extrapolated,0,63.866,56.791,70.94,0.994,0.973,1,Location,S2
357,4,7,extrapolated,0,64.119,56.332,71.906,0.997,0.98,1,Location,S2
358,4,8,extrapolated,0,64.241,55.882,72.6,0.999,0.985,1,Location,S2
359,4,9,extrapolated,0,64.3,55.489,73.112,0.999,0.989,1,Location,S2
360,4,10,extrapolated,0,64.329,55.162,73.496,1,0.991,1,Location,S2
361,4,11,extrapolated,0,64.343,54.897,73.789,1,0.993,1,Location,S2
362,4,12,extrapolated,0,64.349,54.685,74.014,1,0.995,1,Location,S2
363,4,13,extrapolated,0,64.353,54.517,74.188,1,0.996,1,Location,S2
364,4,14,extrapolated,0,64.354,54.384,74.324,1,0.997,1,Location,S2
365,4,15,extrapolated,0,64.355,54.279,74.431,1,0.997,1,Location,S2
366,4,16,extrapolated,0,64.355,54.196,74.515,1,0.998,1,Location,S2
367,4,17,extrapolated,0,64.355,54.13,74.581,1,0.998,1,Location,S2
368,4,18,extrapolated,0,64.355,54.078,74.633,1,0.999,1,Location,S2
369,4,19,extrapolated,0,64.356,54.037,74.674,1,0.999,1,Location,S2
370,4,20,extrapolated,0,64.356,54.004,74.707,1,0.999,1,Location,S2
371,4,21,extrapolated,0,64.356,53.978,74.733,1,0.999,1,Location,S2
372,4,22,extrapolated,0,64.356,53.958,74.753,1,0.999,1,Location,S2
373,4,23,extrapolated,0,64.356,53.941,74.77,1,1,1,Location,S2
374,4,24,extrapolated,0,64.356,53.928,74.783,1,1,1,Location,S2
375,4,25,extrapolated,0,64.356,53.918,74.793,1,1,1,Location,S2
376,4,26,extrapolated,0,64.356,53.909,74.802,1,1,1,Location,S2
377,4,27,extrapolated,0,64.356,53.903,74.808,1,1,1,Location,S2
378,4,28,extrapolated,0,64.356,53.897,74.814,1,1,1,Location,S2
379,4,29,extrapolated,0,64.356,53.893,74.818,1,1,1,Location,S2
380,4,30,extrapolated,0,64.356,53.89,74.822,1,1,1,Location,S2
381,4,31,extrapolated,0,64.356,53.887,74.824,1,1,1,Location,S2
382,4,32,extrapolated,0,64.356,53.885,74.826,1,1,1,Location,S2
383,4,33,extrapolated,0,64.356,53.883,74.828,1,1,1,Location,S2
384,4,34,extrapolated,0,64.356,53.881,74.83,1,1,1,Location,S2
385,4,35,extrapolated,0,64.356,53.88,74.831,1,1,1,Location,S2
386,4,36,extrapolated,0,64.356,53.879,74.832,1,1,1,Location,S2
387,4,37,extrapolated,0,64.356,53.879,74.832,1,1,1,Location,S2
388,4,38,extrapolated,0,64.356,53.878,74.833,1,1,1,Location,S2
389,4,39,extrapolated,0,64.356,53.878,74.834,1,1,1,Location,S2
390,4,40,extrapolated,0,64.356,53.877,74.834,1,1,1,Location,S2
391,4,41,extrapolated,0,64.356,53.877,74.834,1,1,1,Location,S2
392,4,42,extrapolated,0,64.356,53.877,74.834,1,1,1,Location,S2
393,4,43,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
394,4,44,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
395,4,45,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
396,4,46,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
397,4,47,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
398,4,48,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
399,4,49,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
400,4,50,extrapolated,0,64.356,53.876,74.835,1,1,1,Location,S2
401,1,1,interpolated,0,48,44.729,51.271,0.75,0.704,0.796,Location,S3
402,1,2,interpolated,0,60,55.739,64.261,0.833,0.782,0.884,Location,S3
403,1,3,observed,0,68,62.876,73.124,0.889,0.835,0.943,Location,S3
404,1,4,extrapolated,0,73.333,66.901,79.766,0.926,0.875,0.976,Location,S3
405,1,5,extrapolated,0,76.889,68.884,84.893,0.951,0.906,0.995,Location,S3
406,1,6,extrapolated,0,79.259,69.688,88.831,0.967,0.928,1,Location,S3
407,1,7,extrapolated,0,80.84,69.838,91.841,0.978,0.945,1,Location,S3
408,1,8,extrapolated,0,81.893,69.641,94.145,0.985,0.958,1,Location,S3
409,1,9,extrapolated,0,82.595,69.273,95.918,0.99,0.967,1,Location,S3
410,1,10,extrapolated,0,83.064,68.834,97.293,0.993,0.974,1,Location,S3
411,1,11,extrapolated,0,83.376,68.382,98.369,0.996,0.979,1,Location,S3
412,1,12,extrapolated,0,83.584,67.947,99.22,0.997,0.983,1,Location,S3
413,1,13,extrapolated,0,83.723,67.545,99.9,0.998,0.986,1,Location,S3
414,1,14,extrapolated,0,83.815,67.182,100.448,0.999,0.988,1,Location,S3
415,1,15,extrapolated,0,83.877,66.86,100.893,0.999,0.99,1,Location,S3
416,1,16,extrapolated,0,83.918,66.577,101.258,0.999,0.992,1,Location,S3
417,1,17,extrapolated,0,83.945,66.33,101.56,1,0.993,1,Location,S3
418,1,18,extrapolated,0,83.963,66.116,101.811,1,0.994,1,Location,S3
419,1,19,extrapolated,0,83.976,65.931,102.02,1,0.995,1,Location,S3
420,1,20,extrapolated,0,83.984,65.771,102.196,1,0.996,1,Location,S3
421,1,21,extrapolated,0,83.989,65.634,102.345,1,0.996,1,Location,S3
422,1,22,extrapolated,0,83.993,65.515,102.47,1,0.997,1,Location,S3
423,1,23,extrapolated,0,83.995,65.413,102.577,1,0.997,1,Location,S3
424,1,24,extrapolated,0,83.997,65.325,102.668,1,0.998,1,Location,S3
425,1,25,extrapolated,0,83.998,65.25,102.746,1,0.998,1,Location,S3
426,1,26,extrapolated,0,83.999,65.185,102.812,1,0.998,1,Location,S3
427,1,27,extrapolated,0,83.999,65.129,102.869,1,0.998,1,Location,S3
428,1,28,extrapolated,0,83.999,65.081,102.918,1,0.999,1,Location,S3
429,1,29,extrapolated,0,84,65.039,102.96,1,0.999,1,Location,S3
430,1,30,extrapolated,0,84,65.003,102.996,1,0.999,1,Location,S3
431,1,31,extrapolated,0,84,64.972,103.028,1,0.999,1,Location,S3
432,1,32,extrapolated,0,84,64.945,103.054,1,0.999,1,Location,S3
433,1,33,extrapolated,0,84,64.922,103.078,1,0.999,1,Location,S3
434,1,34,extrapolated,0,84,64.902,103.098,1,0.999,1,Location,S3
435,1,35,extrapolated,0,84,64.885,103.115,1,0.999,1,Location,S3
436,1,36,extrapolated,0,84,64.87,103.13,1,1,1,Location,S3
437,1,37,extrapolated,0,84,64.857,103.143,1,1,1,Location,S3
438,1,38,extrapolated,0,84,64.846,103.154,1,1,1,Location,S3
439,1,39,extrapolated,0,84,64.836,103.164,1,1,1,Location,S3
440,1,40,extrapolated,0,84,64.827,103.173,1,1,1,Location,S3
441,1,41,extrapolated,0,84,64.82,103.18,1,1,1,Location,S3
442,1,42,extrapolated,0,84,64.814,103.186,1,1,1,Location,S3
443,1,43,extrapolated,0,84,64.808,103.192,1,1,1,Location,S3
444,1,44,extrapolated,0,84,64.803,103.197,1,1,1,Location,S3
445,1,45,extrapolated,0,84,64.799,103.201,1,1,1,Location,S3
446,1,46,extrapolated,0,84,64.795,103.205,1,1,1,Location,S3
447,1,47,extrapolated,0,84,64.792,103.208,1,1,1,Location,S3
448,1,48,extrapolated,0,84,64.789,103.211,1,1,1,Location,S3
449,1,49,extrapolated,0,84,64.787,103.213,1,1,1,Location,S3
450,1,50,extrapolated,0,84,64.785,103.215,1,1,1,Location,S3
451,2,1,interpolated,0,45,41.943,48.057,0.77,0.731,0.81,Location,S3
452,2,2,interpolated,0,55.333,50.74,59.927,0.83,0.778,0.881,Location,S3
453,2,3,observed,0,63,57.019,68.981,0.874,0.814,0.933,Location,S3
454,2,4,extrapolated,0,68.688,60.943,76.434,0.906,0.845,0.967,Location,S3
455,2,5,extrapolated,0,72.908,63.113,82.704,0.93,0.872,0.989,Location,S3
456,2,6,extrapolated,0,76.04,64.121,87.958,0.948,0.894,1,Location,S3
457,2,7,extrapolated,0,78.363,64.388,92.337,0.962,0.912,1,Location,S3
458,2,8,extrapolated,0,80.086,64.192,95.98,0.972,0.926,1,Location,S3
459,2,9,extrapolated,0,81.365,63.713,99.017,0.979,0.938,1,Location,S3
460,2,10,extrapolated,0,82.314,63.07,101.558,0.984,0.948,1,Location,S3
461,2,11,extrapolated,0,83.018,62.342,103.694,0.988,0.955,1,Location,S3
462,2,12,extrapolated,0,83.54,61.578,105.502,0.991,0.962,1,Location,S3
463,2,13,extrapolated,0,83.928,60.814,107.041,0.994,0.967,1,Location,S3
464,2,14,extrapolated,0,84.215,60.07,108.36,0.995,0.971,1,Location,S3
465,2,15,extrapolated,0,84.428,59.36,109.497,0.996,0.975,1,Location,S3
466,2,16,extrapolated,0,84.587,58.69,110.483,0.997,0.978,1,Location,S3
467,2,17,extrapolated,0,84.704,58.065,111.344,0.998,0.98,1,Location,S3
468,2,18,extrapolated,0,84.791,57.485,112.098,0.999,0.983,1,Location,S3
469,2,19,extrapolated,0,84.856,56.95,112.762,0.999,0.984,1,Location,S3
470,2,20,extrapolated,0,84.904,56.459,113.348,0.999,0.986,1,Location,S3
471,2,21,extrapolated,0,84.939,56.01,113.869,0.999,0.988,1,Location,S3
472,2,22,extrapolated,0,84.966,55.599,114.333,1,0.989,1,Location,S3
473,2,23,extrapolated,0,84.985,55.225,114.746,1,0.99,1,Location,S3
474,2,24,extrapolated,0,85,54.884,115.116,1,0.991,1,Location,S3
475,2,25,extrapolated,0,85.011,54.574,115.448,1,0.992,1,Location,S3
476,2,26,extrapolated,0,85.019,54.292,115.746,1,0.993,1,Location,S3
477,2,27,extrapolated,0,85.025,54.036,116.013,1,0.993,1,Location,S3
478,2,28,extrapolated,0,85.029,53.803,116.255,1,0.994,1,Location,S3
479,2,29,extrapolated,0,85.032,53.592,116.472,1,0.994,1,Location,S3
480,2,30,extrapolated,0,85.035,53.401,116.669,1,0.995,1,Location,S3
481,2,31,extrapolated,0,85.036,53.227,116.846,1,0.995,1,Location,S3
482,2,32,extrapolated,0,85.038,53.069,117.006,1,0.996,1,Location,S3
483,2,33,extrapolated,0,85.039,52.926,117.151,1,0.996,1,Location,S3
484,2,34,extrapolated,0,85.04,52.796,117.283,1,0.997,1,Location,S3
485,2,35,extrapolated,0,85.04,52.678,117.402,1,0.997,1,Location,S3
486,2,36,extrapolated,0,85.041,52.572,117.509,1,0.997,1,Location,S3
487,2,37,extrapolated,0,85.041,52.474,117.607,1,0.997,1,Location,S3
488,2,38,extrapolated,0,85.041,52.386,117.696,1,0.998,1,Location,S3
489,2,39,extrapolated,0,85.041,52.306,117.776,1,0.998,1,Location,S3
490,2,40,extrapolated,0,85.041,52.233,117.849,1,0.998,1,Location,S3
491,2,41,extrapolated,0,85.041,52.167,117.915,1,0.998,1,Location,S3
492,2,42,extrapolated,0,85.041,52.107,117.976,1,0.998,1,Location,S3
493,2,43,extrapolated,0,85.042,52.053,118.03,1,0.999,1,Location,S3
494,2,44,extrapolated,0,85.042,52.003,118.08,1,0.999,1,Location,S3
495,2,45,extrapolated,0,85.042,51.958,118.125,1,0.999,1,Location,S3
496,2,46,extrapolated,0,85.042,51.917,118.166,1,0.999,1,Location,S3
497,2,47,extrapolated,0,85.042,51.88,118.203,1,0.999,1,Location,S3
498,2,48,extrapolated,0,85.042,51.846,118.237,1,0.999,1,Location,S3
499,2,49,extrapolated,0,85.042,51.816,118.268,1,0.999,1,Location,S3
500,2,50,extrapolated,0,85.042,51.788,118.296,1,0.999,1,Location,S3
501,3,1,interpolated,0,47,43.595,50.405,0.73,0.68,0.781,Location,S3
502,3,2,interpolated,0,59.667,54.004,65.329,0.801,0.746,0.856,Location,S3
503,3,3,observed,0,69,61.508,76.492,0.854,0.795,0.912,Location,S3
504,3,4,extrapolated,0,75.877,66.509,85.245,0.892,0.836,0.948,Location,S3
505,3,5,extrapolated,0,80.945,69.668,92.221,0.921,0.87,0.972,Location,S3
506,3,6,extrapolated,0,84.678,71.585,97.772,0.941,0.897,0.986,Location,S3
507,3,7,extrapolated,0,87.43,72.689,102.171,0.957,0.918,0.996,Location,S3
508,3,8,extrapolated,0,89.457,73.267,105.647,0.968,0.935,1,Location,S3
509,3,9,extrapolated,0,90.951,73.508,108.394,0.977,0.948,1,Location,S3
510,3,10,extrapolated,0,92.051,73.536,110.567,0.983,0.958,1,Location,S3
511,3,11,extrapolated,0,92.862,73.433,112.292,0.987,0.966,1,Location,S3
512,3,12,extrapolated,0,93.46,73.254,113.666,0.991,0.972,1,Location,S3
513,3,13,extrapolated,0,93.9,73.034,114.767,0.993,0.977,1,Location,S3
514,3,14,extrapolated,0,94.225,72.797,115.653,0.995,0.981,1,Location,S3
515,3,15,extrapolated,0,94.464,72.558,116.37,0.996,0.985,1,Location,S3
516,3,16,extrapolated,0,94.64,72.327,116.953,0.997,0.987,1,Location,S3
517,3,17,extrapolated,0,94.77,72.11,117.43,0.998,0.989,1,Location,S3
518,3,18,extrapolated,0,94.866,71.909,117.823,0.999,0.991,1,Location,S3
519,3,19,extrapolated,0,94.936,71.725,118.147,0.999,0.992,1,Location,S3
520,3,20,extrapolated,0,94.988,71.559,118.417,0.999,0.993,1,Location,S3
521,3,21,extrapolated,0,95.026,71.411,118.642,0.999,0.994,1,Location,S3
522,3,22,extrapolated,0,95.054,71.279,118.83,1,0.995,1,Location,S3
523,3,23,extrapolated,0,95.075,71.161,118.989,1,0.996,1,Location,S3
524,3,24,extrapolated,0,95.09,71.058,119.123,1,0.997,1,Location,S3
525,3,25,extrapolated,0,95.102,70.967,119.237,1,0.997,1,Location,S3
526,3,26,extrapolated,0,95.11,70.887,119.333,1,0.997,1,Location,S3
527,3,27,extrapolated,0,95.116,70.817,119.416,1,0.998,1,Location,S3
528,3,28,extrapolated,0,95.121,70.755,119.486,1,0.998,1,Location,S3
529,3,29,extrapolated,0,95.124,70.702,119.546,1,0.998,1,Location,S3
530,3,30,extrapolated,0,95.126,70.655,119.598,1,0.999,1,Location,S3
531,3,31,extrapolated,0,95.128,70.614,119.643,1,0.999,1,Location,S3
532,3,32,extrapolated,0,95.13,70.578,119.681,1,0.999,1,Location,S3
533,3,33,extrapolated,0,95.131,70.547,119.714,1,0.999,1,Location,S3
534,3,34,extrapolated,0,95.131,70.52,119.742,1,0.999,1,Location,S3
535,3,35,extrapolated,0,95.132,70.497,119.767,1,0.999,1,Location,S3
536,3,36,extrapolated,0,95.132,70.476,119.788,1,0.999,1,Location,S3
537,3,37,extrapolated,0,95.133,70.458,119.807,1,0.999,1,Location,S3
538,3,38,extrapolated,0,95.133,70.443,119.823,1,1,1,Location,S3
539,3,39,extrapolated,0,95.133,70.429,119.836,1,1,1,Location,S3
540,3,40,extrapolated,0,95.133,70.418,119.848,1,1,1,Location,S3
541,3,41,extrapolated,0,95.133,70.407,119.859,1,1,1,Location,S3
542,3,42,extrapolated,0,95.133,70.398,119.868,1,1,1,Location,S3
543,3,43,extrapolated,0,95.133,70.391,119.876,1,1,1,Location,S3
544,3,44,extrapolated,0,95.133,70.384,119.883,1,1,1,Location,S3
545,3,45,extrapolated,0,95.133,70.378,119.889,1,1,1,Location,S3
546,3,46,extrapolated,0,95.133,70.373,119.894,1,1,1,Location,S3
547,3,47,extrapolated,0,95.133,70.368,119.898,1,1,1,Location,S3
548,3,48,extrapolated,0,95.133,70.364,119.902,1,1,1,Location,S3
549,3,49,extrapolated,0,95.133,70.361,119.906,1,1,1,Location,S3
550,3,50,extrapolated,0,95.133,70.358,119.909,1,1,1,Location,S3
551,4,1,interpolated,0,46.667,43.161,50.172,0.75,0.708,0.792,Location,S3
552,4,2,interpolated,0,58.333,53.771,62.896,0.879,0.83,0.927,Location,S3
553,4,3,observed,0,64,58.681,69.319,0.941,0.892,0.99,Location,S3
554,4,4,extrapolated,0,66.752,60.298,73.207,0.971,0.928,1,Location,S3
555,4,5,extrapolated,0,68.089,60.344,75.835,0.986,0.951,1,Location,S3
556,4,6,extrapolated,0,68.739,59.79,77.687,0.993,0.964,1,Location,S3
557,4,7,extrapolated,0,69.054,59.078,79.03,0.997,0.973,1,Location,S3
558,4,8,extrapolated,0,69.207,58.382,80.032,0.998,0.98,1,Location,S3
559,4,9,extrapolated,0,69.282,57.766,80.798,0.999,0.984,1,Location,S3
560,4,10,extrapolated,0,69.318,57.241,81.394,1,0.987,1,Location,S3
561,4,11,extrapolated,0,69.335,56.804,81.867,1,0.989,1,Location,S3
562,4,12,extrapolated,0,69.344,56.442,82.246,1,0.991,1,Location,S3
563,4,13,extrapolated,0,69.348,56.144,82.552,1,0.993,1,Location,S3
564,4,14,extrapolated,0,69.35,55.898,82.802,1,0.994,1,Location,S3
565,4,15,extrapolated,0,69.351,55.696,83.006,1,0.995,1,Location,S3
566,4,16,extrapolated,0,69.351,55.529,83.174,1,0.996,1,Location,S3
567,4,17,extrapolated,0,69.352,55.391,83.312,1,0.997,1,Location,S3
568,4,18,extrapolated,0,69.352,55.278,83.426,1,0.997,1,Location,S3
569,4,19,extrapolated,0,69.352,55.183,83.52,1,0.998,1,Location,S3
570,4,20,extrapolated,0,69.352,55.105,83.598,1,0.998,1,Location,S3
571,4,21,extrapolated,0,69.352,55.041,83.663,1,0.998,1,Location,S3
572,4,22,extrapolated,0,69.352,54.987,83.717,1,0.999,1,Location,S3
573,4,23,extrapolated,0,69.352,54.942,83.761,1,0.999,1,Location,S3
574,4,24,extrapolated,0,69.352,54.905,83.798,1,0.999,1,Location,S3
575,4,25,extrapolated,0,69.352,54.875,83.829,1,0.999,1,Location,S3
576,4,26,extrapolated,0,69.352,54.849,83.855,1,0.999,1,Location,S3
577,4,27,extrapolated,0,69.352,54.828,83.876,1,0.999,1,Location,S3
578,4,28,extrapolated,0,69.352,54.81,83.894,1,1,1,Location,S3
579,4,29,extrapolated,0,69.352,54.795,83.909,1,1,1,Location,S3
580,4,30,extrapolated,0,69.352,54.783,83.921,1,1,1,Location,S3
581,4,31,extrapolated,0,69.352,54.773,83.931,1,1,1,Location,S3
582,4,32,extrapolated,0,69.352,54.764,83.939,1,1,1,Location,S3
583,4,33,extrapolated,0,69.352,54.757,83.947,1,1,1,Location,S3
584,4,34,extrapolated,0,69.352,54.751,83.952,1,1,1,Location,S3
585,4,35,extrapolated,0,69.352,54.746,83.957,1,1,1,Location,S3
586,4,36,extrapolated,0,69.352,54.742,83.961,1,1,1,Location,S3
587,4,37,extrapolated,0,69.352,54.739,83.965,1,1,1,Location,S3
588,4,38,extrapolated,0,69.352,54.736,83.968,1,1,1,Location,S3
589,4,39,extrapolated,0,69.352,54.734,83.97,1,1,1,Location,S3
590,4,40,extrapolated,0,69.352,54.732,83.972,1,1,1,Location,S3
591,4,41,extrapolated,0,69.352,54.73,83.974,1,1,1,Location,S3
592,4,42,extrapolated,0,69.352,54.729,83.975,1,1,1,Location,S3
593,4,43,extrapolated,0,69.352,54.728,83.976,1,1,1,Location,S3
594,4,44,extrapolated,0,69.352,54.727,83.977,1,1,1,Location,S3
595,4,45,extrapolated,0,69.352,54.726,83.978,1,1,1,Location,S3
596,4,46,extrapolated,0,69.352,54.725,83.979,1,1,1,Location,S3
597,4,47,extrapolated,0,69.352,54.725,83.979,1,1,1,Location,S3
598,4,48,extrapolated,0,69.352,54.724,83.98,1,1,1,Location,S3
599,4,49,extrapolated,0,69.352,54.724,83.98,1,1,1,Location,S3
600,4,50,extrapolated,0,69.352,54.723,83.98,1,1,1,Location,S3
601,1,1,interpolated,0,30.333,26.755,33.912,0.692,0.624,0.761,Location,S4
602,1,2,interpolated,0,39.667,33.389,45.945,0.725,0.657,0.794,Location,S4
603,1,3,observed,0,48,39.456,56.544,0.755,0.675,0.834,Location,S4
604,1,4,extrapolated,0,55.44,44.783,66.098,0.781,0.691,0.871,Location,S4
605,1,5,extrapolated,0,62.084,49.257,74.91,0.804,0.706,0.903,Location,S4
606,1,6,extrapolated,0,68.015,52.871,83.16,0.825,0.721,0.93,Location,S4
607,1,7,extrapolated,0,73.311,55.682,90.94,0.844,0.736,0.952,Location,S4
608,1,8,extrapolated,0,78.04,57.783,98.296,0.861,0.751,0.971,Location,S4
609,1,9,extrapolated,0,82.262,59.273,105.25,0.876,0.765,0.986,Location,S4
610,1,10,extrapolated,0,86.031,60.246,111.817,0.889,0.779,0.999,Location,S4
611,1,11,extrapolated,0,89.397,60.785,118.009,0.901,0.793,1,Location,S4
612,1,12,extrapolated,0,92.402,60.964,123.84,0.912,0.805,1,Location,S4
613,1,13,extrapolated,0,95.085,60.844,129.326,0.921,0.817,1,Location,S4
614,1,14,extrapolated,0,97.481,60.477,134.485,0.929,0.829,1,Location,S4
615,1,15,extrapolated,0,99.62,59.906,139.333,0.937,0.839,1,Location,S4
616,1,16,extrapolated,0,101.53,59.169,143.89,0.944,0.849,1,Location,S4
617,1,17,extrapolated,0,103.235,58.297,148.173,0.95,0.858,1,Location,S4
618,1,18,extrapolated,0,104.757,57.315,152.199,0.955,0.866,1,Location,S4
619,1,19,extrapolated,0,106.117,56.247,155.986,0.96,0.874,1,Location,S4
620,1,20,extrapolated,0,107.33,55.111,159.549,0.964,0.881,1,Location,S4
621,1,21,extrapolated,0,108.414,53.924,162.904,0.968,0.888,1,Location,S4
622,1,22,extrapolated,0,109.381,52.698,166.065,0.972,0.895,1,Location,S4
623,1,23,extrapolated,0,110.245,51.445,169.046,0.975,0.9,1,Location,S4
624,1,24,extrapolated,0,111.017,50.176,171.858,0.977,0.906,1,Location,S4
625,1,25,extrapolated,0,111.705,48.898,174.513,0.98,0.911,1,Location,S4
626,1,26,extrapolated,0,112.32,47.618,177.023,0.982,0.916,1,Location,S4
627,1,27,extrapolated,0,112.869,46.342,179.396,0.984,0.92,1,Location,S4
628,1,28,extrapolated,0,113.359,45.076,181.643,0.986,0.924,1,Location,S4
629,1,29,extrapolated,0,113.797,43.823,183.772,0.987,0.928,1,Location,S4
630,1,30,extrapolated,0,114.188,42.586,185.789,0.988,0.932,1,Location,S4
631,1,31,extrapolated,0,114.537,41.37,187.704,0.99,0.935,1,Location,S4
632,1,32,extrapolated,0,114.848,40.175,189.522,0.991,0.938,1,Location,S4
633,1,33,extrapolated,0,115.127,39.004,191.249,0.992,0.941,1,Location,S4
634,1,34,extrapolated,0,115.375,37.858,192.892,0.993,0.944,1,Location,S4
635,1,35,extrapolated,0,115.597,36.738,194.455,0.993,0.946,1,Location,S4
636,1,36,extrapolated,0,115.795,35.646,195.943,0.994,0.949,1,Location,S4
637,1,37,extrapolated,0,115.971,34.582,197.361,0.995,0.951,1,Location,S4
638,1,38,extrapolated,0,116.129,33.545,198.713,0.995,0.953,1,Location,S4
639,1,39,extrapolated,0,116.27,32.537,200.003,0.996,0.955,1,Location,S4
640,1,40,extrapolated,0,116.396,31.558,201.234,0.996,0.957,1,Location,S4
641,1,41,extrapolated,0,116.508,30.607,202.41,0.997,0.959,1,Location,S4
642,1,42,extrapolated,0,116.609,29.684,203.533,0.997,0.961,1,Location,S4
643,1,43,extrapolated,0,116.698,28.789,204.607,0.997,0.963,1,Location,S4
644,1,44,extrapolated,0,116.778,27.921,205.635,0.998,0.964,1,Location,S4
645,1,45,extrapolated,0,116.849,27.081,206.618,0.998,0.966,1,Location,S4
646,1,46,extrapolated,0,116.913,26.267,207.559,0.998,0.967,1,Location,S4
647,1,47,extrapolated,0,116.97,25.48,208.461,0.998,0.968,1,Location,S4
648,1,48,extrapolated,0,117.021,24.718,209.324,0.999,0.97,1,Location,S4
649,1,49,extrapolated,0,117.066,23.98,210.152,0.999,0.971,1,Location,S4
650,1,50,extrapolated,0,117.107,23.268,210.946,0.999,0.972,1,Location,S4
651,2,1,interpolated,0,25.667,23.101,28.233,0.766,0.716,0.816,Location,S4
652,2,2,interpolated,0,31.667,28.008,35.325,0.831,0.763,0.899,Location,S4
653,2,3,observed,0,36,31.166,40.834,0.878,0.803,0.954,Location,S4
654,2,4,extrapolated,0,39.13,32.894,45.366,0.912,0.838,0.986,Location,S4
655,2,5,extrapolated,0,41.39,33.664,49.115,0.936,0.867,1,Location,S4
656,2,6,extrapolated,0,43.022,33.845,52.2,0.954,0.89,1,Location,S4
657,2,7,extrapolated,0,44.201,33.669,54.733,0.967,0.909,1,Location,S4
658,2,8,extrapolated,0,45.053,33.282,56.823,0.976,0.923,1,Location,S4
659,2,9,extrapolated,0,45.668,32.774,58.562,0.983,0.934,1,Location,S4
660,2,10,extrapolated,0,46.112,32.202,60.022,0.988,0.943,1,Location,S4
661,2,11,extrapolated,0,46.433,31.602,61.263,0.991,0.951,1,Location,S4
662,2,12,extrapolated,0,46.664,30.998,62.33,0.993,0.956,1,Location,S4
663,2,13,extrapolated,0,46.832,30.404,63.259,0.995,0.961,1,Location,S4
664,2,14,extrapolated,0,46.952,29.83,64.075,0.997,0.965,1,Location,S4
665,2,15,extrapolated,0,47.04,29.28,64.799,0.998,0.969,1,Location,S4
666,2,16,extrapolated,0,47.103,28.758,65.447,0.998,0.971,1,Location,S4
667,2,17,extrapolated,0,47.148,28.265,66.032,0.999,0.974,1,Location,S4
668,2,18,extrapolated,0,47.181,27.801,66.562,0.999,0.976,1,Location,S4
669,2,19,extrapolated,0,47.205,27.365,67.045,0.999,0.978,1,Location,S4
670,2,20,extrapolated,0,47.222,26.957,67.487,1,0.98,1,Location,S4
671,2,21,extrapolated,0,47.234,26.576,67.893,1,0.981,1,Location,S4
672,2,22,extrapolated,0,47.243,26.22,68.267,1,0.983,1,Location,S4
673,2,23,extrapolated,0,47.25,25.887,68.612,1,0.984,1,Location,S4
674,2,24,extrapolated,0,47.255,25.577,68.932,1,0.985,1,Location,S4
675,2,25,extrapolated,0,47.258,25.288,69.227,1,0.986,1,Location,S4
676,2,26,extrapolated,0,47.26,25.019,69.502,1,0.987,1,Location,S4
677,2,27,extrapolated,0,47.262,24.768,69.756,1,0.988,1,Location,S4
678,2,28,extrapolated,0,47.263,24.534,69.992,1,0.989,1,Location,S4
679,2,29,extrapolated,0,47.264,24.317,70.212,1,0.99,1,Location,S4
680,2,30,extrapolated,0,47.265,24.114,70.416,1,0.991,1,Location,S4
681,2,31,extrapolated,0,47.265,23.925,70.606,1,0.991,1,Location,S4
682,2,32,extrapolated,0,47.266,23.749,70.782,1,0.992,1,Location,S4
683,2,33,extrapolated,0,47.266,23.585,70.947,1,0.992,1,Location,S4
684,2,34,extrapolated,0,47.266,23.433,71.1,1,0.993,1,Location,S4
685,2,35,extrapolated,0,47.266,23.291,71.242,1,0.993,1,Location,S4
686,2,36,extrapolated,0,47.266,23.158,71.374,1,0.994,1,Location,S4
687,2,37,extrapolated,0,47.266,23.035,71.498,1,0.994,1,Location,S4
688,2,38,extrapolated,0,47.267,22.921,71.613,1,0.995,1,Location,S4
689,2,39,extrapolated,0,47.267,22.814,71.719,1,0.995,1,Location,S4
690,2,40,extrapolated,0,47.267,22.714,71.819,1,0.995,1,Location,S4
691,2,41,extrapolated,0,47.267,22.622,71.912,1,0.996,1,Location,S4
692,2,42,extrapolated,0,47.267,22.535,71.998,1,0.996,1,Location,S4
693,2,43,extrapolated,0,47.267,22.455,72.078,1,0.996,1,Location,S4
694,2,44,extrapolated,0,47.267,22.38,72.153,1,0.997,1,Location,S4
695,2,45,extrapolated,0,47.267,22.31,72.223,1,0.997,1,Location,S4
