,term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
68,group,LB1_2-LA11_3,0,-0.0197403524312906,-0.267285187126195,0.227804482263614,1
69,group,LB1_3-LA11_3,0,-0.0574856328229041,-0.305030467517809,0.190059201872001,0.999999928520232
70,group,LB1_4-LA11_3,0,0.0325647004531255,-0.214980134241779,0.28010953514803,1
71,group,LB14_1-LA11_3,0,-0.111313708791425,-0.358858543486329,0.13623112590348,0.990586802678019
72,group,LB14_2-LA11_3,0,-0.109097099791345,-0.356641934486249,0.13844773490356,0.992747822265125
73,group,LB14_3-LA11_3,0,-0.170693332220024,-0.418238166914929,0.0768515024748803,0.598206623637541
74,group,LB14_4-LA11_3,0,-0.0462043529847581,-0.293749187679663,0.201340481710147,0.999999999500916
75,group,LB2_1-LA11_3,0,-0.0320553730168768,-0.279600207711781,0.215489461678028,1
76,group,LB2_2-LA11_3,0,-0.046416635900923,-0.293961470595828,0.201128198793982,0.99999999944413
77,group,LB2_3-LA11_3,0,-0.0916596596340672,-0.339204494328972,0.155885175060837,0.999434713046386
78,group,LB2_4-LA11_3,0,-0.000964501428963038,-0.248509336123868,0.246580333265942,1
79,group,LA14_1-LA11_4,0,-0.133753564859777,-0.381298399554682,0.113791269835127,0.928001719778403
80,group,LA14_2-LA11_4,0,-0.138070226947063,-0.385615061641968,0.109474607747842,0.90405889813173
81,group,LA14_3-LA11_4,0,-0.14589382632394,-0.393438661018844,0.101651008370965,0.849151845041956
82,group,LA14_4-LA11_4,0,-0.131435018710833,-0.378979853405738,0.116109815984072,0.939030872078433
83,group,LA3_1-LA11_4,0,-0.107766391055239,-0.355311225750144,0.139778443639666,0.993836770013053
84,group,LA3_2-LA11_4,0,-0.147353391514174,-0.394898226209079,0.10019144318073,0.837306792519055
85,group,LA3_3-LA11_4,0,-0.126838220711025,-0.37438305540593,0.12070661398388,0.957315513913787
86,group,LA3_4-LA11_4,0,-0.105439197393465,-0.35298403208837,0.14210563730144,0.995416059584466
87,group,LA6_1-LA11_4,0,-0.107809204759355,-0.355354039454259,0.13973562993555,0.993803968838177
88,group,LA6_2-LA11_4,0,-0.0691609022087374,-0.316705736903642,0.178383932486167,0.999996567567425
89,group,LA6_3-LA11_4,0,-0.107139360331769,-0.354684195026674,0.140405474363136,0.994300964732715
90,group,LA6_4-LA11_4,0,-0.121569570343088,-0.369114405037992,0.125975264351817,0.972954121839972
91,group,LB1_1-LA11_4,0,-0.23572679243768,-0.512490331366058,0.0410367464906972,0.205575975839583
92,group,LB1_2-LA11_4,0,-0.0568162011367606,-0.304361035831665,0.190728633558144,0.999999944691899
93,group,LB1_3-LA11_4,0,-0.0945614815283741,-0.342106316223279,0.152983353166531,0.99907369524167
94,group,LB1_4-LA11_4,0,-0.0045111482523445,-0.252055982947249,0.24303368644256,1
95,group,LB14_1-LA11_4,0,-0.148389557496895,-0.395934392191799,0.0991552771980101,0.828607225179473
96,group,LB14_2-LA11_4,0,-0.146172948496815,-0.393717783191719,0.10137188619809,0.846924212986753
97,group,LB14_3-LA11_4,0,-0.207769180925494,-0.455314015620399,0.0397756537694103,0.227525961548229
98,group,LB14_4-LA11_4,0,-0.0832802016902281,-0.330825036385133,0.164264633004677,0.999887386009518
99,group,LB2_1-LA11_4,0,-0.0691312217223468,-0.316676056417251,0.178413612972558,0.999996596841539
100,group,LB2_2-LA11_4,0,-0.083492484606393,-0.331037319301298,0.164052350088512,0.999882248778159
101,group,LB2_3-LA11_4,0,-0.128735508339537,-0.376280343034442,0.118809326355367,0.950326792318673
102,group,LB2_4-LA11_4,0,-0.038040350134433,-0.285585184829338,0.209504484560472,1
103,group,LA14_2-LA14_1,0,-0.00431666208728587,-0.25186149678219,0.243228172607619,1
104,group,LA14_3-LA14_1,0,-0.0121402614641625,-0.259685096159067,0.235404573230742,1
105,group,LA14_4-LA14_1,0,0.00231854614894417,-0.24522628854596,0.249863380843849,1
106,group,LA3_1-LA14_1,0,0.0259871738045384,-0.221557660890366,0.273532008499443,1
107,group,LA3_2-LA14_1,0,-0.0135998266543972,-0.261144661349302,0.233945008040507,1
108,group,LA3_3-LA14_1,0,0.00691534414875217,-0.240629490546152,0.254460178843657,1
109,group,LA3_4-LA14_1,0,0.0283143674663123,-0.219230467228592,0.275859202161217,1
110,group,LA6_1-LA14_1,0,0.0259443601004226,-0.221600474594482,0.273489194795327,1
111,group,LA6_2-LA14_1,0,0.0645926626510399,-0.182952172043865,0.312137497345945,0.999999144760773
112,group,LA6_3-LA14_1,0,0.0266142045280083,-0.220930630166896,0.274159039222913,1
113,group,LA6_4-LA14_1,0,0.0121839945166897,-0.235360840178215,0.259728829211594,1
114,group,LB1_1-LA14_1,0,-0.101973227577903,-0.378736766506281,0.174790311350474,0.999478047801631
115,group,LB1_2-LA14_1,0,0.0769373637230167,-0.170607470971888,0.324482198417921,0.99997314337705
116,group,LB1_3-LA14_1,0,0.0391920833314031,-0.208352751363502,0.286736918026308,0.999999999990509
117,group,LB1_4-LA14_1,0,0.129242416607433,-0.118302418087472,0.376787251302337,0.94832897078379
118,group,LB14_1-LA14_1,0,-0.0146359926371173,-0.262180827332022,0.232908842057787,1
119,group,LB14_2-LA14_1,0,-0.0124193836370376,-0.259964218331942,0.235125451057867,1
120,group,LB14_3-LA14_1,0,-0.0740156160657171,-0.321560450760622,0.173529218629188,0.999987072029205
121,group,LB14_4-LA14_1,0,0.0504733631695491,-0.197071471525356,0.298018197864454,0.999999996117385
122,group,LB2_1-LA14_1,0,0.0646223431374305,-0.182922491557474,0.312167177832335,0.999999136586731
123,group,LB2_2-LA14_1,0,0.0502610802533842,-0.19728375444152,0.297805914948289,0.999999996474875
124,group,LB2_3-LA14_1,0,0.00501805652024001,-0.242526778174665,0.252562891215145,1
125,group,LB2_4-LA14_1,0,0.0957132147253442,-0.15183161996956,0.343258049420249,0.998882548111142
126,group,LA14_3-LA14_2,0,-0.0078235993768766,-0.255368434071781,0.239721235318028,1
127,group,LA14_4-LA14_2,0,0.00663520823623004,-0.240909626458675,0.254180042931135,1
128,group,LA3_1-LA14_2,0,0.0303038358918242,-0.21724099880308,0.277848670586729,1
129,group,LA3_2-LA14_2,0,-0.00928316456711131,-0.256827999262016,0.238261670127793,1
130,group,LA3_3-LA14_2,0,0.011232006236038,-0.236312828458867,0.258776840930943,1
131,group,LA3_4-LA14_2,0,0.0326310295535982,-0.214913805141306,0.280175864248503,1
132,group,LA6_1-LA14_2,0,0.0302610221877084,-0.217283812507196,0.277805856882613,1
133,group,LA6_2-LA14_2,0,0.0689093247383257,-0.178635509956579,0.31645415943323,0.999996808522268
134,group,LA6_3-LA14_2,0,0.0309308666152942,-0.21661396807961,0.278475701310199,1
135,group,LA6_4-LA14_2,0,0.0165006566039756,-0.231044178090929,0.26404549129888,1
136,group,LB1_1-LA14_2,0,-0.0976565654906173,-0.374420104418995,0.17910697343776,0.999744406038062
137,group,LB1_2-LA14_2,0,0.0812540258103026,-0.166290808884602,0.328798860505207,0.999927208225482
138,group,LB1_3-LA14_2,0,0.043508745418689,-0.204036089276216,0.291053580113594,0.999999999879946
139,group,LB1_4-LA14_2,0,0.133559078694719,-0.113985756000186,0.381103913389623,0.928975236805779
140,group,LB14_1-LA14_2,0,-0.0103193305498314,-0.257864165244736,0.237225504145073,1
141,group,LB14_2-LA14_2,0,-0.00810272154975172,-0.255647556244656,0.239442113145153,1
142,group,LB14_3-LA14_2,0,-0.0696989539784312,-0.317243788673336,0.177845880716473,0.999995995017473
143,group,LB14_4-LA14_2,0,0.054790025256835,-0.19275480943807,0.30233485995174,0.999999975216626
144,group,LB2_1-LA14_2,0,0.0689390052247164,-0.178605829470188,0.316483839919621,0.999996780928834
145,group,LB2_2-LA14_2,0,0.0545777423406701,-0.192967092354235,0.302122577035575,0.999999977269791
146,group,LB2_3-LA14_2,0,0.00933471860752588,-0.238210116087379,0.256879553302431,1
147,group,LB2_4-LA14_2,0,0.10002987681263,-0.147514957882275,0.347574711507535,0.997831237132878
148,group,LA14_4-LA14_3,0,0.0144588076131066,-0.233086027081798,0.262003642308011,1
149,group,LA3_1-LA14_3,0,0.0381274352687008,-0.209417399426204,0.285672269963606,1
150,group,LA3_2-LA14_3,0,-0.00145956519023471,-0.249004399885139,0.24608526950467,1
151,group,LA3_3-LA14_3,0,0.0190556056129146,-0.22848922908199,0.266600440307819,1
152,group,LA3_4-LA14_3,0,0.0404546289304748,-0.20709020576443,0.287999463625379,0.999999999979305
153,group,LA6_1-LA14_3,0,0.038084621564585,-0.20946021313032,0.28562945625949,1
154,group,LA6_2-LA14_3,0,0.0767329241152023,-0.170811910579702,0.324277758810107,0.999974443592647
155,group,LA6_3-LA14_3,0,0.0387544659921708,-0.208790368702734,0.286299300687075,0.999999999992818
156,group,LA6_4-LA14_3,0,0.0243242559808522,-0.223220578714052,0.271869090675757,1
157,group,LB1_1-LA14_3,0,-0.0898329661137407,-0.366596505042118,0.186930572814637,0.999940477672549
158,group,LB1_2-LA14_3,0,0.0890776251871792,-0.158467209507725,0.336622459882084,0.999645368685631
159,group,LB1_3-LA14_3,0,0.0513323447955656,-0.196212489899339,0.29887717949047,0.999999994291511
160,group,LB1_4-LA14_3,0,0.141382678071595,-0.106162156623309,0.3889275127665,0.882613922116221
161,group,LB14_1-LA14_3,0,-0.00249573117295482,-0.250040565867859,0.24504910352195,1
162,group,LB14_2-LA14_3,0,-0.000279122172875124,-0.24782395686778,0.24726571252203,1
163,group,LB14_3-LA14_3,0,-0.0618753546015546,-0.309420189296459,0.18566948009335,0.999999652144592
164,group,LB14_4-LA14_3,0,0.0626136246337116,-0.184931210061193,0.310158459328616,0.999999553278579
165,group,LB2_1-LA14_3,0,0.076762604601593,-0.170782230093312,0.324307439296498,0.999974258447803
166,group,LB2_2-LA14_3,0,0.0624013417175467,-0.185143492977358,0.309946176412451,0.999999584095681
167,group,LB2_3-LA14_3,0,0.0171583179844025,-0.230386516710502,0.264703152679307,1
168,group,LB2_4-LA14_3,0,0.107853476189507,-0.139691358505398,0.355398310884411,0.993769896521156
169,group,LA3_1-LA14_4,0,0.0236686276555942,-0.22387620703931,0.271213462350499,1
170,group,LA3_2-LA14_4,0,-0.0159183728033414,-0.263463207498246,0.231626461891563,1
171,group,LA3_3-LA14_4,0,0.004596797999808,-0.242948036695097,0.252141632694713,1
172,group,LA3_4-LA14_4,0,0.0259958213173682,-0.221549013377536,0.273540656012273,1
173,group,LA6_1-LA14_4,0,0.0236258139514784,-0.223919020743426,0.271170648646383,1
174,group,LA6_2-LA14_4,0,0.0622741165020957,-0.185270718192809,0.309818951197,0.999999601605263
175,group,LA6_3-LA14_4,0,0.0242956583790642,-0.22324917631584,0.271840493073969,1
176,group,LA6_4-LA14_4,0,0.00986544836774556,-0.237679386327159,0.25741028306265,1
177,group,LB1_1-LA14_4,0,-0.104291773726847,-0.381055312655225,0.17247176520153,0.99925218861204
178,group,LB1_2-LA14_4,0,0.0746188175740725,-0.172926017120832,0.322163652268977,0.999984906496327
179,group,LB1_3-LA14_4,0,0.0368735371824589,-0.210671297512446,0.284418371877364,1
180,group,LB1_4-LA14_4,0,0.126923870458489,-0.120620964236416,0.374468705153393,0.957016329749844
181,group,LB14_1-LA14_4,0,-0.0169545387860615,-0.264499373480966,0.230590295908843,1
182,group,LB14_2-LA14_4,0,-0.0147379297859818,-0.262282764480886,0.232806904908923,1
183,group,LB14_3-LA14_4,0,-0.0763341622146613,-0.323878996909566,0.171210672480243,0.999976816421374
184,group,LB14_4-LA14_4,0,0.048154817020605,-0.1993900176743,0.29569965171551,0.999999998687995
185,group,LB2_1-LA14_4,0,0.0623037969884863,-0.185241037706418,0.309848631683391,0.999999597582864
186,group,LB2_2-LA14_4,0,0.04794253410444,-0.199602300590465,0.295487368799345,0.999999998816073
187,group,LB2_3-LA14_4,0,0.00269951037129584,-0.244845324323609,0.250244345066201,1
188,group,LB2_4-LA14_4,0,0.0933946685764001,-0.154150166118505,0.340939503271305,0.99923770702218
189,group,LA3_2-LA3_1,0,-0.0395870004589355,-0.28713183515384,0.207957834235969,0.999999999987854
190,group,LA3_3-LA3_1,0,-0.0190718296557862,-0.266616664350691,0.228473005039118,1
191,group,LA3_4-LA3_1,0,0.00232719366177397,-0.245217641033131,0.249872028356679,1
192,group,LA6_1-LA3_1,0,-4.28137041157961e-05,-0.24758764839902,0.247502020990789,1
193,group,LA6_2-LA3_1,0,0.0386054888465015,-0.208939345848403,0.286150323541406,0.999999999993463
194,group,LA6_3-LA3_1,0,0.000627030723469979,-0.246917803971435,0.248171865418375,1
195,group,LA6_4-LA3_1,0,-0.0138031792878486,-0.261348013982753,0.233741655407056,1
196,group,LB1_1-LA3_1,0,-0.127960401382441,-0.404723940310819,0.148803137545936,0.986664151380305
197,group,LB1_2-LA3_1,0,0.0509501899184783,-0.196594644776426,0.298495024613383,0.999999995185946
198,group,LB1_3-LA3_1,0,0.0132049095268648,-0.23433992516804,0.260749744221769,1
199,group,LB1_4-LA3_1,0,0.103255242802894,-0.14428959189201,0.350800077497799,0.996575794781487
200,group,LB14_1-LA3_1,0,-0.0406231664416556,-0.28816800113656,0.206921668253249,0.999999999977093
201,group,LB14_2-LA3_1,0,-0.038406557441576,-0.285951392136481,0.209138277253329,0.999999999994267
202,group,LB14_3-LA3_1,0,-0.100002789870255,-0.34754762456516,0.147542044824649,0.997839833446577
203,group,LB14_4-LA3_1,0,0.0244861893650108,-0.223058645329894,0.272031024059915,1
204,group,LB2_1-LA3_1,0,0.0386351693328921,-0.208909665362013,0.286180004027797,0.999999999993339
205,group,LB2_2-LA3_1,0,0.0242739064488459,-0.223270928246059,0.27181874114375,1
206,group,LB2_3-LA3_1,0,-0.0209691172842983,-0.268513951979203,0.226575717410606,1
207,group,LB2_4-LA3_1,0,0.0697260409208059,-0.177818793774099,0.317270875615711,0.999995963993827
208,group,LA3_3-LA3_2,0,0.0205151708031494,-0.227029663891755,0.268060005498054,1
209,group,LA3_4-LA3_2,0,0.0419141941207095,-0.205630640574195,0.289459028815614,0.999999999951062
210,group,LA6_1-LA3_2,0,0.0395441867548197,-0.208000647940085,0.287089021449724,0.99999999998817
211,group,LA6_2-LA3_2,0,0.078192489305437,-0.169352345389468,0.325737324000342,0.999963755303739
212,group,LA6_3-LA3_2,0,0.0402140311824055,-0.207330803512499,0.28775886587731,0.999999999982095
213,group,LA6_4-LA3_2,0,0.0257838211710869,-0.221761013523818,0.273328655865992,1
214,group,LB1_1-LA3_2,0,-0.088373400923506,-0.365136939851884,0.188390138004872,0.999955792908601
215,group,LB1_2-LA3_2,0,0.0905371903774139,-0.157007644317491,0.338082025072319,0.999536948622959
216,group,LB1_3-LA3_2,0,0.0527919099858003,-0.194752924709104,0.300336744680705,0.999999989221496
217,group,LB1_4-LA3_2,0,0.14284224326183,-0.104702591433075,0.390387077956735,0.872318325769286
218,group,LB14_1-LA3_2,0,-0.00103616598272011,-0.248581000677625,0.246508668712185,1
219,group,LB14_2-LA3_2,0,0.00118044301735959,-0.246364391677545,0.248725277712264,1
220,group,LB14_3-LA3_2,0,-0.0604157894113199,-0.307960624106225,0.187129045283585,0.99999979062817
221,group,LB14_4-LA3_2,0,0.0640731898239463,-0.183471644870958,0.311618024518851,0.999999276701282
222,group,LB2_1-LA3_2,0,0.0782221697918277,-0.169322664903077,0.325767004486732,0.999963501113381
223,group,LB2_2-LA3_2,0,0.0638609069077814,-0.183683927787123,0.311405741602686,0.999999324968206
224,group,LB2_3-LA3_2,0,0.0186178831746372,-0.228926951520267,0.266162717869542,1
225,group,LB2_4-LA3_2,0,0.109313041379741,-0.138231793315163,0.356857876074646,0.992557069386831
226,group,LA3_4-LA3_3,0,0.0213990233175602,-0.226145811377344,0.268943858012465,1
227,group,LA6_1-LA3_3,0,0.0190290159516704,-0.228515818743234,0.266573850646575,1
228,group,LA6_2-LA3_3,0,0.0576773185022877,-0.189867516192617,0.305222153197192,0.999999923132279
229,group,LA6_3-LA3_3,0,0.0196988603792562,-0.227845974315648,0.267243695074161,1
230,group,LA6_4-LA3_3,0,0.00526865036793756,-0.242276184326967,0.252813485062842,1
231,group,LB1_1-LA3_3,0,-0.108888571726655,-0.385652110655033,0.167874967201722,0.998542922013878
232,group,LB1_2-LA3_3,0,0.0700220195742645,-0.17752281512064,0.317566854269169,0.999995610289644
233,group,LB1_3-LA3_3,0,0.0322767391826509,-0.215268095512254,0.279821573877556,1
234,group,LB1_4-LA3_3,0,0.122327072458681,-0.125217762236224,0.369871907153585,0.971024050283227
235,group,LB14_1-LA3_3,0,-0.0215513367858695,-0.269096171480774,0.225993497909035,1
236,group,LB14_2-LA3_3,0,-0.0193347277857898,-0.266879562480694,0.228210106909115,1
237,group,LB14_3-LA3_3,0,-0.0809309602144693,-0.328475794909374,0.166613874480435,0.999932223362373
238,group,LB14_4-LA3_3,0,0.043558019020797,-0.203986815674108,0.291102853715702,0.999999999876658
239,group,LB2_1-LA3_3,0,0.0577069989886783,-0.189837835706226,0.305251833683583,0.999999922264816
240,group,LB2_2-LA3_3,0,0.043345736104632,-0.204199098590273,0.290890570799537,0.999999999890247
241,group,LB2_3-LA3_3,0,-0.00189728762851216,-0.249442122323417,0.245647547066392,1
242,group,LB2_4-LA3_3,0,0.0887978705765921,-0.158746964118313,0.336342705271497,0.999663371806422
243,group,LA6_1-LA3_4,0,-0.00237000736588977,-0.249914842060794,0.245174827329015,1
244,group,LA6_2-LA3_4,0,0.0362782951847275,-0.211266539510177,0.283823129879632,1
245,group,LA6_3-LA3_4,0,-0.001700162938304,-0.249244997633209,0.245844671756601,1
246,group,LA6_4-LA3_4,0,-0.0161303729496226,-0.263675207644527,0.231414461745282,1
247,group,LB1_1-LA3_4,0,-0.130287595044215,-0.407051133972593,0.146475943884162,0.983410848283613
248,group,LB1_2-LA3_4,0,0.0486229962567044,-0.1989218384382,0.296167830951609,0.999999998357719
249,group,LB1_3-LA3_4,0,0.0108777158650908,-0.236667118829814,0.258422550559995,1
250,group,LB1_4-LA3_4,0,0.10092804914112,-0.146616785553784,0.348472883836025,0.997529192464625
251,group,LB14_1-LA3_4,0,-0.0429503601034296,-0.290495194798334,0.204594474591475,0.999999999911855
252,group,LB14_2-LA3_4,0,-0.0407337511033499,-0.288278585798255,0.206811083591555,0.999999999975534
253,group,LB14_3-LA3_4,0,-0.102329983532029,-0.349874818226934,0.145214851162875,0.996986550960948
254,group,LB14_4-LA3_4,0,0.0221589957032368,-0.225385838991668,0.269703830398141,1
255,group,LB2_1-LA3_4,0,0.0363079756711182,-0.211236859023786,0.283852810366023,1
256,group,LB2_2-LA3_4,0,0.0219467127870719,-0.225598121907833,0.269491547481977,1
257,group,LB2_3-LA3_4,0,-0.0232963109460723,-0.270841145640977,0.224248523748832,1
258,group,LB2_4-LA3_4,0,0.0673988472590319,-0.180145987435873,0.314943681953937,0.999997956743765
259,group,LA6_2-LA6_1,0,0.0386483025506173,-0.208896532144287,0.286193137245522,0.999999999993284
260,group,LA6_3-LA6_1,0,0.000669844427585775,-0.246874990267319,0.24821467912249,1
261,group,LA6_4-LA6_1,0,-0.0137603655837328,-0.261305200278637,0.233784469111172,1
262,group,LB1_1-LA6_1,0,-0.127917587678326,-0.404681126606703,0.148845951250052,0.986718844142185
263,group,LB1_2-LA6_1,0,0.0509930036225941,-0.196551831072311,0.298537838317499,0.999999995092741
264,group,LB1_3-LA6_1,0,0.0132477232309806,-0.234297111463924,0.260792557925885,1
265,group,LB1_4-LA6_1,0,0.10329805650701,-0.144246778187894,0.350842891201915,0.996555699905624
266,group,LB14_1-LA6_1,0,-0.0405803527375398,-0.288125187432445,0.206964481957365,0.999999999977688
267,group,LB14_2-LA6_1,0,-0.0383637437374602,-0.285908578432365,0.209181090957444,1
268,group,LB14_3-LA6_1,0,-0.0999599761661397,-0.347504810861044,0.147584858528765,0.997853361524256
269,group,LB14_4-LA6_1,0,0.0245290030691266,-0.223015831625778,0.272073837764031,1
270,group,LB2_1-LA6_1,0,0.0386779830370079,-0.208866851657897,0.286222817731913,0.999999999993156
271,group,LB2_2-LA6_1,0,0.0243167201529617,-0.223228114541943,0.271861554847866,1
272,group,LB2_3-LA6_1,0,-0.0209263035801825,-0.268471138275087,0.226618531114722,1
273,group,LB2_4-LA6_1,0,0.0697688546249217,-0.177775980069983,0.317313689319826,0.999995914506576
274,group,LA6_3-LA6_2,0,-0.0379784581230315,-0.285523292817936,0.209566376571873,1
275,group,LA6_4-LA6_2,0,-0.0524086681343501,-0.299953502829255,0.195136166560555,0.999999990857209
276,group,LB1_1-LA6_2,0,-0.166565890228943,-0.443329429157321,0.110197648699435,0.823535232525261
277,group,LB1_2-LA6_2,0,0.0123447010719768,-0.235200133622928,0.259889535766881,1
278,group,LB1_3-LA6_2,0,-0.0254005793196367,-0.272945414014541,0.222144255375268,1
279,group,LB1_4-LA6_2,0,0.0646497539563929,-0.182895080738512,0.312194588651298,0.999999128973493
